Gender,Customer Type,Type of Travel,Class,Age,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes,Inflight wifi service,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Satisfaction
Female,Loyal Customer,Personal Travel,Business,51,993,7,4,4,3,5,3,3,3,5,4,4,5,4,3,2,1
Male,Loyal Customer,Personal Travel,Eco,56,445,3,0,3,5,3,2,2,4,4,3,3,4,4,5,4,1
Male,Loyal Customer,Business travel,Eco,44,80,9,18,2,4,4,3,3,3,4,5,4,4,4,3,2,1
Male,Loyal Customer,Personal Travel,Eco,38,1244,5,0,4,3,4,4,3,4,5,3,4,3,3,4,5,1
Female,Loyal Customer,Personal Travel,Business,36,465,2,18,4,4,4,3,4,5,4,4,2,4,2,4,3,1
Female,Loyal Customer,Business travel,Eco,18,1333,3,14,1,5,3,3,5,4,3,4,3,4,4,3,4,1
Male,Loyal Customer,Personal Travel,Eco,55,1599,7,1,4,4,2,4,4,3,3,4,2,3,3,4,4,1
Male,Loyal Customer,Business travel,Eco,35,128,13,8,5,2,2,4,5,4,4,4,3,4,5,3,4,1
Female,Disloyal Customer,Personal Travel,Eco Plus,45,1177,15,20,2,4,2,5,3,3,4,4,4,4,4,3,4,1
Male,Disloyal Customer,Personal Travel,Eco Plus,47,1546,2,7,3,3,5,5,2,3,4,5,2,4,4,3,3,0
Female,Loyal Customer,Personal Travel,Eco Plus,24,1410,12,6,3,2,3,3,4,5,4,4,5,5,4,3,5,0
Male,Loyal Customer,Personal Travel,Eco Plus,28,80,26,10,5,5,2,2,3,3,4,3,0,5,3,3,3,0
Female,Disloyal Customer,Personal Travel,Eco,58,473,16,37,5,5,4,3,3,4,0,5,3,3,4,3,4,0
Male,Disloyal Customer,Business travel,Eco,42,260,9,19,3,3,2,4,4,3,4,3,3,4,3,4,4,0
Male,Disloyal Customer,Business travel,Eco,32,1162,10,12,4,3,2,4,3,3,4,5,2,0,0,3,5,0
Female,Loyal Customer,Business travel,Eco,37,1107,9,11,5,4,5,2,3,4,3,2,2,4,3,3,5,1
Female,Loyal Customer,Personal Travel,Eco,52,80,5,11,3,3,2,3,5,2,3,3,3,4,3,5,3,0
Male,Loyal Customer,Personal Travel,Eco,50,750,16,23,3,3,3,2,4,3,4,2,4,4,5,4,4,1
Male,Disloyal Customer,Business travel,Eco,21,1300,4,0,4,3,2,3,4,2,3,2,2,3,3,2,5,0
Female,Loyal Customer,Business travel,Eco Plus,59,974,9,5,3,3,2,3,5,5,4,4,4,4,4,4,5,1
Female,Loyal Customer,Personal Travel,Eco,51,973,2,0,5,2,1,4,4,4,3,4,3,4,3,4,4,0
Male,Loyal Customer,Business travel,Eco Plus,37,718,17,15,3,4,3,5,3,3,2,3,4,5,3,5,4,1
Male,Loyal Customer,Personal Travel,Eco Plus,25,371,9,17,2,5,2,4,3,2,0,5,3,5,4,4,5,1
Female,Disloyal Customer,Personal Travel,Eco,52,891,2,0,3,4,3,3,4,4,3,5,4,3,3,5,2,1
Female,Loyal Customer,Business travel,Eco,45,926,21,8,4,4,3,3,2,3,4,4,4,4,3,3,5,0
Female,Disloyal Customer,Personal Travel,Eco Plus,22,1208,8,1,3,0,3,3,3,5,3,2,3,4,5,3,0,0
Female,Disloyal Customer,Personal Travel,Eco Plus,36,1248,3,5,4,4,2,2,3,5,4,5,4,4,3,3,4,0
Male,Disloyal Customer,Personal Travel,Eco,77,943,27,35,4,5,4,3,5,4,3,3,4,4,4,5,4,1
Female,Loyal Customer,Business travel,Eco,39,1447,7,23,2,2,0,1,5,3,3,4,4,4,4,3,3,0
Female,Disloyal Customer,Personal Travel,Eco Plus,30,713,4,1,3,4,2,3,4,3,4,4,3,5,4,3,4,1
Female,Disloyal Customer,Business travel,Eco Plus,27,178,10,18,4,3,2,3,4,4,2,3,3,4,3,4,4,0
Male,Loyal Customer,Personal Travel,Eco,60,1139,3,10,4,3,1,2,3,4,4,5,2,5,4,4,5,1
Male,Loyal Customer,Personal Travel,Eco,49,963,5,10,3,5,4,3,4,3,5,3,5,5,4,4,3,0
Female,Disloyal Customer,Personal Travel,Business,56,1148,19,19,4,5,4,4,5,2,3,4,4,4,4,3,3,1
Male,Loyal Customer,Personal Travel,Eco,42,268,7,3,3,3,4,4,4,5,3,4,2,5,4,2,4,0
Female,Loyal Customer,Personal Travel,Business,54,1795,11,0,4,4,3,3,3,3,4,5,3,4,5,5,4,0
Male,Loyal Customer,Personal Travel,Eco,29,1255,20,9,4,3,4,4,4,4,3,5,3,4,4,5,5,1
Female,Loyal Customer,Personal Travel,Eco,41,756,7,10,3,3,4,2,4,3,3,3,5,4,5,4,4,0
Female,Loyal Customer,Personal Travel,Eco,42,432,4,3,4,3,3,3,4,5,3,3,3,5,3,4,4,1
Male,Disloyal Customer,Business travel,Eco,56,1439,13,9,3,2,2,0,3,4,2,3,4,4,3,3,3,1
Male,Loyal Customer,Business travel,Business,43,349,2,9,4,5,2,5,4,3,4,5,3,3,5,4,4,1
Female,Disloyal Customer,Personal Travel,Eco,31,2031,4,2,4,4,3,4,4,4,2,5,4,5,4,5,3,1
Female,Loyal Customer,Personal Travel,Business,40,593,2,0,5,4,3,3,4,4,4,3,4,4,5,5,4,1
Male,Loyal Customer,Personal Travel,Eco,19,1760,19,16,3,3,2,2,3,3,4,3,4,4,4,4,3,1
Female,Loyal Customer,Personal Travel,Business,18,808,9,17,3,4,3,4,4,4,4,4,1,3,3,2,4,1
Female,Disloyal Customer,Personal Travel,Business,49,1690,13,3,3,2,3,3,3,4,3,4,3,4,5,4,4,1
Male,Disloyal Customer,Personal Travel,Eco Plus,35,533,4,6,3,3,4,4,4,3,4,4,2,5,2,4,5,1
Male,Loyal Customer,Personal Travel,Eco,36,909,11,10,3,3,2,3,3,2,3,4,4,3,4,3,3,1
Male,Loyal Customer,Personal Travel,Eco Plus,49,1302,11,3,4,5,2,5,5,3,3,5,3,4,1,4,4,1
Male,Loyal Customer,Business travel,Eco,56,1231,27,24,4,2,2,3,4,4,5,5,5,5,5,5,4,0
Male,Loyal Customer,Personal Travel,Business,45,1450,12,0,4,3,3,4,2,4,2,4,3,5,3,4,4,1
Male,Disloyal Customer,Personal Travel,Eco,62,656,15,16,3,2,3,3,3,0,4,4,3,4,3,5,5,0
Female,Loyal Customer,Personal Travel,Eco,45,942,9,0,3,3,2,4,5,5,5,3,3,4,3,4,4,1
Male,Disloyal Customer,Business travel,Eco,43,1524,0,11,3,3,4,5,4,4,4,3,4,4,4,4,3,1
Female,Loyal Customer,Personal Travel,Eco Plus,42,547,10,9,3,4,4,1,3,4,3,4,2,4,4,4,4,1
Male,Loyal Customer,Personal Travel,Business,24,1186,7,1,2,3,3,3,5,4,3,4,0,4,5,3,5,1
Male,Disloyal Customer,Business travel,Eco,50,790,7,19,0,3,4,2,4,3,2,5,3,4,3,3,3,1
Female,Loyal Customer,Personal Travel,Eco Plus,18,1003,6,0,5,4,2,4,3,4,3,3,4,4,3,5,4,0
Female,Disloyal Customer,Personal Travel,Business,32,942,7,0,2,3,2,4,3,5,3,4,4,3,3,2,4,0
Male,Loyal Customer,Personal Travel,Eco,39,506,5,0,4,5,3,3,4,4,3,3,0,4,5,4,5,0
Male,Disloyal Customer,Business travel,Eco,30,770,14,27,4,3,3,3,5,4,5,4,4,5,5,5,5,1
Male,Loyal Customer,Business travel,Eco Plus,34,972,3,22,4,4,2,3,5,3,3,5,4,3,5,4,4,1
Female,Loyal Customer,Business travel,Eco Plus,61,849,25,8,3,4,4,2,3,3,2,4,3,5,3,4,0,0
Male,Disloyal Customer,Personal Travel,Eco,52,1686,13,5,4,3,3,3,4,3,5,5,3,5,3,4,3,0
Male,Loyal Customer,Personal Travel,Business,31,1405,17,18,4,4,3,2,4,3,2,3,4,4,5,5,4,0
Male,Loyal Customer,Personal Travel,Eco,33,1045,4,0,4,3,2,4,2,4,4,3,5,4,2,5,3,0
Male,Disloyal Customer,Business travel,Business,24,518,5,5,3,4,4,2,4,1,4,3,4,5,4,3,3,1
Female,Loyal Customer,Business travel,Business,47,488,9,8,2,4,3,3,4,3,3,4,4,5,3,5,4,1
Female,Disloyal Customer,Business travel,Business,36,1887,8,12,4,3,4,3,5,3,4,4,5,5,4,4,3,0
Male,Disloyal Customer,Personal Travel,Eco,18,395,13,3,3,3,2,3,5,5,3,4,3,4,2,3,4,0
Male,Disloyal Customer,Business travel,Eco,40,957,8,10,4,5,3,4,5,3,3,1,4,4,4,3,4,1
Male,Loyal Customer,Business travel,Eco,44,1080,26,15,2,4,3,4,5,3,1,3,5,4,5,4,4,1
Male,Loyal Customer,Business travel,Eco,51,744,4,0,3,2,5,3,5,3,2,5,4,4,5,3,4,1
Female,Disloyal Customer,Business travel,Eco Plus,38,399,3,0,3,3,2,3,4,5,5,2,3,0,3,4,3,0
Female,Loyal Customer,Personal Travel,Eco,35,508,5,1,3,2,3,4,4,3,4,3,3,4,4,4,4,0
Female,Loyal Customer,Personal Travel,Eco,63,627,7,1,4,4,3,2,2,5,4,4,5,4,4,4,2,1
Female,Loyal Customer,Personal Travel,Eco,39,545,18,27,4,4,2,3,4,3,5,4,4,4,4,5,3,1
Female,Loyal Customer,Personal Travel,Eco,48,1564,11,10,4,4,1,3,4,4,3,3,4,5,5,5,3,1
Female,Loyal Customer,Business travel,Eco,33,895,0,1,4,3,2,3,4,3,3,4,3,4,0,5,4,0
Male,Disloyal Customer,Business travel,Eco Plus,47,638,1,1,3,3,4,4,2,3,2,4,5,4,4,5,4,0
Male,Disloyal Customer,Business travel,Eco Plus,22,953,7,0,5,4,4,3,5,4,3,3,4,0,2,4,4,0
Male,Disloyal Customer,Personal Travel,Eco,33,1234,6,0,5,5,2,4,4,5,3,4,3,5,4,3,3,1
Female,Loyal Customer,Personal Travel,Business,25,728,8,5,3,4,2,5,5,3,3,4,4,4,5,4,2,1
Male,Loyal Customer,Personal Travel,Business,32,1351,7,10,3,2,4,4,4,3,4,5,3,4,4,3,5,0
Female,Loyal Customer,Business travel,Eco,54,264,23,21,3,3,2,3,5,3,4,4,4,4,4,3,3,0
Female,Disloyal Customer,Business travel,Eco Plus,32,1486,16,7,4,4,2,4,5,4,4,5,5,3,3,4,4,0
Female,Loyal Customer,Business travel,Eco,48,896,5,3,3,3,4,2,3,2,2,4,4,4,3,4,0,1
Male,Loyal Customer,Personal Travel,Eco,57,876,8,5,3,2,4,5,3,1,3,3,2,5,4,5,5,1
Male,Loyal Customer,Personal Travel,Eco,39,553,6,14,2,2,4,3,3,2,4,4,4,3,3,4,4,1
Male,Disloyal Customer,Business travel,Eco,51,286,1,8,3,5,1,5,3,3,5,0,5,3,5,5,3,0
Female,Disloyal Customer,Personal Travel,Business,45,80,5,0,4,3,2,3,5,2,3,3,3,3,0,4,4,0
Female,Disloyal Customer,Business travel,Business,40,519,6,6,3,4,4,4,4,3,3,2,5,4,4,2,3,1
Female,Loyal Customer,Personal Travel,Business,48,1194,5,8,3,3,3,2,4,3,4,4,4,5,1,3,4,0
Male,Disloyal Customer,Personal Travel,Eco Plus,61,419,5,9,4,3,2,3,3,3,3,3,4,4,3,4,1,1
Male,Loyal Customer,Personal Travel,Eco Plus,31,126,6,23,3,3,2,2,5,3,4,5,4,5,4,2,4,0
Male,Loyal Customer,Business travel,Business,27,445,11,11,4,4,4,2,3,4,4,4,2,3,4,3,4,0
Female,Loyal Customer,Personal Travel,Eco,27,708,5,17,4,4,4,4,5,4,3,5,4,4,3,2,4,0
Female,Loyal Customer,Business travel,Eco,51,727,20,8,4,3,3,2,3,5,3,3,4,4,5,4,5,0
Male,Loyal Customer,Business travel,Eco Plus,53,836,4,0,4,4,2,3,5,3,3,4,3,5,5,4,3,1
Female,Loyal Customer,Personal Travel,Eco,33,1416,17,0,5,2,3,2,5,2,3,4,5,4,4,2,3,0
Male,Loyal Customer,Business travel,Eco,18,1525,10,12,4,4,4,4,3,2,2,5,2,4,2,4,3,0
Female,Disloyal Customer,Business travel,Eco,31,1903,3,9,0,3,4,4,5,4,4,4,3,4,3,4,4,0
Male,Disloyal Customer,Personal Travel,Eco Plus,46,88,6,0,3,3,3,4,5,4,4,3,5,4,4,3,4,0
Male,Disloyal Customer,Business travel,Eco,38,472,24,26,5,4,2,2,4,3,3,5,4,5,2,4,5,1
Female,Loyal Customer,Personal Travel,Eco,41,1249,4,10,4,3,4,4,3,3,3,3,0,5,5,3,4,1
Male,Loyal Customer,Personal Travel,Eco,33,673,24,29,4,3,4,2,5,3,4,3,3,5,4,3,4,0
Male,Disloyal Customer,Personal Travel,Eco,51,1330,12,0,3,5,0,3,4,3,5,4,3,5,3,3,4,1
Male,Loyal Customer,Business travel,Business,43,1004,10,18,3,3,3,3,4,3,4,3,4,4,3,4,4,1
Male,Loyal Customer,Personal Travel,Eco,46,1690,11,11,4,4,4,3,4,2,4,4,3,4,5,4,4,0
Female,Loyal Customer,Personal Travel,Eco Plus,41,1421,6,12,4,4,3,3,4,4,3,0,3,3,3,4,4,0
Female,Disloyal Customer,Business travel,Eco Plus,45,1431,4,3,3,5,2,2,3,4,4,5,3,4,0,4,4,1
Female,Loyal Customer,Personal Travel,Eco,45,694,8,12,3,5,3,3,2,0,3,5,3,3,3,4,5,0
Male,Disloyal Customer,Business travel,Business,28,851,10,21,0,3,3,1,2,3,3,4,3,4,4,4,5,1
Female,Loyal Customer,Business travel,Eco Plus,43,747,12,10,4,3,2,3,4,4,3,4,2,4,5,2,3,0
Male,Loyal Customer,Personal Travel,Eco Plus,48,147,12,15,4,4,3,2,2,5,3,2,3,5,5,4,4,1
Male,Loyal Customer,Personal Travel,Eco,53,1636,14,26,4,4,3,3,4,3,3,4,3,4,3,3,4,0
Male,Loyal Customer,Business travel,Eco,44,1273,30,29,2,3,2,3,4,3,3,4,3,5,4,5,4,1
Female,Loyal Customer,Personal Travel,Business,27,727,10,0,4,4,2,4,4,4,3,5,4,4,4,4,5,1
Female,Disloyal Customer,Personal Travel,Eco Plus,29,1552,19,26,4,5,2,4,5,2,3,4,4,3,4,5,4,1
Female,Loyal Customer,Business travel,Business,34,585,12,26,3,4,2,3,4,2,1,5,3,5,2,3,3,1
Male,Loyal Customer,Business travel,Business,41,80,33,46,4,4,4,3,4,3,2,4,4,4,3,5,3,0
Male,Disloyal Customer,Business travel,Eco,38,1404,9,16,4,5,2,4,2,4,5,1,4,4,4,3,4,1
Female,Loyal Customer,Personal Travel,Eco Plus,26,261,8,0,4,5,3,5,2,3,3,4,3,5,0,4,3,1
Female,Loyal Customer,Business travel,Eco,25,802,18,12,4,4,2,3,4,3,4,3,4,4,4,3,3,1
Male,Loyal Customer,Business travel,Eco Plus,18,1003,18,12,4,5,2,2,4,2,4,3,1,3,5,4,4,1
Male,Loyal Customer,Business travel,Eco,18,1093,7,7,2,3,4,3,5,4,3,5,3,5,4,5,3,1
Male,Loyal Customer,Business travel,Eco,37,1324,12,29,4,4,3,4,4,5,3,4,2,4,3,4,3,1
Female,Disloyal Customer,Business travel,Eco Plus,67,1190,14,3,4,3,2,3,4,3,3,3,5,5,2,2,5,1
Male,Loyal Customer,Personal Travel,Eco Plus,61,1175,13,35,4,2,2,2,5,4,5,3,4,4,5,3,3,1
Female,Disloyal Customer,Personal Travel,Eco Plus,27,505,11,7,4,2,3,2,4,3,3,4,2,5,5,5,4,0
Male,Loyal Customer,Personal Travel,Eco,41,1047,2,0,3,4,4,3,4,0,5,4,3,5,3,5,3,0
Female,Disloyal Customer,Personal Travel,Eco,21,147,14,22,3,4,4,2,3,3,3,4,2,4,5,3,4,0
Male,Disloyal Customer,Personal Travel,Business,23,1681,14,23,2,3,3,3,2,3,3,3,4,4,4,5,4,1
Male,Loyal Customer,Personal Travel,Eco,25,199,11,17,3,5,3,3,3,3,3,3,4,5,2,4,5,1
Male,Loyal Customer,Business travel,Eco,36,727,6,0,4,3,3,3,4,2,3,3,3,5,4,5,4,0
Male,Loyal Customer,Personal Travel,Eco Plus,37,241,22,27,4,4,3,2,3,4,2,3,3,5,3,4,3,1
Female,Disloyal Customer,Personal Travel,Eco,42,535,4,0,2,3,2,4,4,2,3,5,0,4,4,4,4,1
Male,Disloyal Customer,Personal Travel,Eco Plus,47,907,18,10,5,4,4,2,3,3,2,3,5,4,4,4,4,0
Female,Loyal Customer,Personal Travel,Eco,35,636,4,3,3,4,3,3,3,3,4,3,3,4,3,3,4,1
Male,Disloyal Customer,Business travel,Business,39,1472,17,9,3,4,3,4,4,3,4,3,4,5,3,3,3,0
Male,Loyal Customer,Personal Travel,Business,26,1013,4,15,3,4,3,3,3,4,4,4,3,4,3,3,3,0
Female,Loyal Customer,Personal Travel,Business,23,669,16,10,4,4,3,4,3,3,3,4,4,4,5,3,3,0
Male,Disloyal Customer,Business travel,Eco Plus,21,833,25,23,4,2,2,2,1,4,4,5,4,4,3,4,3,1
Female,Loyal Customer,Personal Travel,Eco,47,1510,25,16,4,5,3,2,5,5,4,3,3,3,4,4,2,0
Female,Loyal Customer,Personal Travel,Eco Plus,35,1354,22,32,5,3,5,3,4,3,3,4,4,4,4,3,3,0
Female,Disloyal Customer,Business travel,Business,18,331,9,2,4,4,4,5,0,2,5,2,4,4,3,3,4,1
Male,Loyal Customer,Personal Travel,Eco Plus,38,560,5,16,3,3,3,4,5,3,4,3,3,3,3,4,4,1
Male,Disloyal Customer,Business travel,Eco Plus,24,1137,8,19,4,4,2,4,3,3,3,5,3,3,4,5,4,1
Female,Loyal Customer,Business travel,Eco Plus,59,1077,17,13,5,3,1,4,3,4,5,3,4,4,4,3,5,1
Male,Loyal Customer,Business travel,Eco Plus,32,375,13,13,4,3,2,3,3,2,4,4,5,5,3,3,4,0
Male,Loyal Customer,Personal Travel,Eco Plus,47,1275,35,30,4,5,3,4,5,4,5,3,2,4,4,3,4,0
Male,Disloyal Customer,Business travel,Eco,52,455,6,11,2,2,3,2,5,3,2,4,2,3,5,5,3,0
Female,Loyal Customer,Business travel,Eco,28,1552,27,25,4,4,3,3,0,4,3,5,5,4,5,5,4,1
Female,Loyal Customer,Personal Travel,Eco Plus,40,1165,8,4,3,3,3,4,5,3,3,4,3,4,4,4,4,1
Female,Disloyal Customer,Business travel,Eco,46,334,4,4,3,4,2,4,3,4,2,2,5,5,1,3,3,1
Female,Disloyal Customer,Personal Travel,Business,40,635,11,0,3,3,3,2,5,2,3,5,3,5,3,4,4,1
Male,Disloyal Customer,Business travel,Eco Plus,43,627,13,12,4,4,3,2,4,3,3,3,3,4,3,4,5,0
Female,Loyal Customer,Personal Travel,Eco,23,980,20,26,3,2,2,2,2,3,2,5,4,5,4,4,4,0
Male,Loyal Customer,Personal Travel,Business,46,798,6,7,4,5,4,4,3,3,3,3,4,4,3,3,5,1
Female,Loyal Customer,Personal Travel,Eco Plus,33,327,11,21,3,4,3,4,4,5,5,3,2,3,3,3,4,0
Male,Disloyal Customer,Business travel,Eco Plus,43,203,9,5,4,4,2,2,3,3,4,3,4,4,5,2,2,0
Female,Disloyal Customer,Personal Travel,Eco,50,1175,7,2,4,0,3,5,4,3,3,3,3,5,3,5,4,1
Male,Disloyal Customer,Personal Travel,Business,47,1043,25,14,4,2,2,3,4,2,3,3,4,4,3,5,4,0
Male,Loyal Customer,Personal Travel,Eco,43,953,13,9,4,3,2,3,4,3,4,4,3,5,4,2,4,0
Male,Loyal Customer,Business travel,Eco Plus,47,1035,1,21,4,4,4,3,4,3,2,4,3,4,3,3,4,0
Male,Loyal Customer,Personal Travel,Eco,47,591,11,14,3,2,3,4,0,3,4,5,3,4,3,3,3,0
Male,Loyal Customer,Personal Travel,Eco Plus,57,992,2,0,2,2,3,4,3,5,2,4,2,4,0,5,4,0
Female,Loyal Customer,Business travel,Eco Plus,39,2169,10,0,4,3,4,5,2,4,5,4,3,4,4,4,3,0
Male,Loyal Customer,Personal Travel,Eco Plus,41,1487,2,0,3,3,3,2,4,3,4,3,4,4,4,5,3,1
Female,Disloyal Customer,Personal Travel,Eco,50,756,13,5,3,3,3,2,3,4,2,3,4,4,5,4,5,1
Male,Disloyal Customer,Personal Travel,Business,33,638,2,10,0,4,4,3,4,3,3,3,3,4,2,3,3,1
Female,Disloyal Customer,Business travel,Eco Plus,23,80,4,0,5,4,1,4,2,2,0,2,4,4,5,3,4,0
Male,Disloyal Customer,Business travel,Eco,45,1434,15,5,5,5,2,3,2,3,2,5,4,4,2,3,3,1
Female,Disloyal Customer,Personal Travel,Business,37,1293,9,1,3,4,3,4,4,2,3,4,4,5,3,5,5,0
Female,Disloyal Customer,Personal Travel,Eco Plus,25,628,3,9,2,4,3,3,2,4,4,4,2,0,2,5,4,1
Male,Loyal Customer,Personal Travel,Business,45,184,24,23,4,4,3,4,4,3,1,5,5,4,4,4,3,1
Female,Disloyal Customer,Business travel,Business,56,322,6,0,4,4,1,2,3,5,4,1,4,3,4,3,4,1
Male,Loyal Customer,Personal Travel,Business,19,1122,7,4,2,4,1,4,3,4,3,5,5,3,3,4,4,1
Male,Loyal Customer,Personal Travel,Eco Plus,51,855,8,30,3,4,3,4,4,3,4,3,3,4,2,2,4,1
Female,Loyal Customer,Business travel,Eco Plus,18,1246,14,26,4,4,2,3,4,3,3,3,2,5,3,4,3,0
Female,Disloyal Customer,Personal Travel,Eco,34,943,7,22,2,4,2,4,4,5,2,3,3,4,4,2,3,0
Male,Disloyal Customer,Personal Travel,Eco,61,1383,8,0,3,5,2,3,3,3,2,5,4,5,3,4,5,0
Male,Disloyal Customer,Personal Travel,Eco Plus,35,1085,19,17,3,4,3,4,3,3,3,5,2,4,4,4,3,1
Female,Disloyal Customer,Personal Travel,Eco,40,1314,18,12,3,3,4,4,5,4,3,5,5,4,5,5,3,1
Female,Disloyal Customer,Personal Travel,Business,48,80,8,13,4,3,3,4,4,4,4,3,3,4,3,4,2,0
Female,Loyal Customer,Business travel,Eco,18,283,8,19,3,4,4,4,4,3,3,2,4,4,3,3,4,1
Female,Disloyal Customer,Personal Travel,Eco,40,718,0,3,4,3,2,4,3,3,2,3,4,3,4,5,3,1
Female,Disloyal Customer,Personal Travel,Eco,40,1440,10,1,5,3,3,2,4,2,3,3,3,4,5,3,5,1
Male,Disloyal Customer,Business travel,Eco,61,1840,16,9,3,3,4,3,2,3,2,2,3,4,4,5,0,1
Female,Loyal Customer,Business travel,Eco,24,818,6,12,3,4,3,2,5,4,4,4,3,4,2,3,3,0
Male,Loyal Customer,Business travel,Eco,34,594,21,28,4,4,3,3,3,4,4,4,5,4,5,4,5,0
Female,Disloyal Customer,Business travel,Business,28,80,2,3,4,2,2,0,3,3,4,4,4,4,3,5,5,1
Male,Loyal Customer,Personal Travel,Eco,27,1332,4,5,4,3,3,3,3,3,3,4,2,5,3,4,2,1
Female,Loyal Customer,Personal Travel,Eco,53,625,20,21,5,5,4,1,4,4,3,4,2,3,3,0,4,0
Female,Loyal Customer,Personal Travel,Eco,39,2379,15,18,4,4,3,2,4,5,3,4,4,4,4,3,4,1
Male,Loyal Customer,Personal Travel,Eco,32,530,2,9,2,4,3,4,4,3,3,5,3,4,2,3,3,0
Female,Loyal Customer,Business travel,Eco,33,1953,2,8,4,3,1,3,3,3,3,3,2,3,3,4,4,1
Male,Disloyal Customer,Business travel,Eco Plus,32,1274,13,13,3,4,3,4,5,4,5,3,5,4,4,5,3,0
Female,Disloyal Customer,Personal Travel,Eco Plus,33,386,12,12,5,4,3,2,0,4,3,3,1,4,4,4,2,1
Male,Disloyal Customer,Personal Travel,Eco,24,1016,7,6,4,3,3,4,3,4,3,4,3,4,3,4,5,0
Male,Loyal Customer,Business travel,Eco Plus,36,1286,21,13,2,3,3,4,4,4,3,4,3,4,4,3,4,1
Male,Loyal Customer,Personal Travel,Eco,35,787,5,0,5,3,4,4,4,3,3,3,3,3,4,5,5,1
Male,Loyal Customer,Personal Travel,Eco,30,1319,1,6,4,2,2,3,4,3,2,3,4,5,4,4,4,1
Male,Loyal Customer,Personal Travel,Business,41,1308,14,7,3,2,1,4,3,3,2,5,4,5,4,3,5,0
Female,Loyal Customer,Personal Travel,Eco,42,1198,16,24,3,3,2,5,4,4,5,3,4,4,3,4,3,0
Female,Disloyal Customer,Personal Travel,Business,32,892,5,4,5,3,2,1,5,5,4,5,3,4,3,2,5,1
Female,Disloyal Customer,Business travel,Eco,37,313,3,11,2,3,4,3,5,2,3,3,4,4,5,4,5,0
Male,Loyal Customer,Personal Travel,Eco,65,862,1,7,4,2,2,2,4,5,3,4,3,3,3,4,3,1
Male,Loyal Customer,Personal Travel,Eco,64,988,9,17,4,4,2,2,4,3,4,4,2,5,3,4,2,1
Male,Loyal Customer,Business travel,Eco,26,80,11,6,3,5,3,2,5,3,3,4,4,4,4,5,4,1
Female,Loyal Customer,Personal Travel,Business,28,985,17,21,4,5,4,3,4,5,2,3,5,4,4,3,4,1
Female,Loyal Customer,Business travel,Eco,26,852,12,19,4,5,1,4,4,3,4,4,4,5,3,4,4,0
Male,Loyal Customer,Business travel,Business,52,252,6,0,3,4,1,4,0,3,2,3,4,5,1,3,5,1
Female,Loyal Customer,Personal Travel,Business,34,733,10,27,3,4,2,3,4,3,2,3,3,5,3,4,3,0
Male,Loyal Customer,Personal Travel,Eco Plus,42,744,18,41,4,4,3,4,1,3,2,2,2,3,4,5,4,0
Male,Disloyal Customer,Business travel,Eco,63,1865,11,20,3,3,3,2,5,4,4,4,3,5,2,4,3,0
Male,Loyal Customer,Business travel,Eco,39,1010,16,24,2,4,2,4,3,3,3,4,4,4,4,4,5,0
Male,Loyal Customer,Business travel,Eco,47,1418,3,9,4,4,3,0,3,5,2,2,4,5,4,0,5,0
Female,Loyal Customer,Personal Travel,Eco Plus,45,841,14,11,3,3,3,5,3,3,4,3,5,4,5,5,3,0
Female,Loyal Customer,Business travel,Eco,32,80,12,11,2,4,3,4,3,0,3,4,4,3,3,2,4,0
Male,Loyal Customer,Business travel,Business,52,1236,7,17,4,3,1,4,3,3,2,4,3,4,4,3,4,0
Female,Disloyal Customer,Personal Travel,Eco Plus,29,571,18,8,4,3,2,5,5,5,2,3,4,4,4,3,3,0
Female,Disloyal Customer,Business travel,Eco,55,732,30,19,4,4,5,2,5,3,3,3,3,3,5,2,5,0
Female,Disloyal Customer,Personal Travel,Eco Plus,32,374,1,0,3,4,2,4,5,4,3,3,2,4,4,4,4,0
Female,Loyal Customer,Personal Travel,Eco,33,936,7,14,4,3,2,3,4,5,3,4,4,3,0,3,5,0
Male,Loyal Customer,Business travel,Business,26,1433,8,0,4,3,2,3,4,2,4,3,4,5,4,4,4,1
Female,Loyal Customer,Personal Travel,Eco,28,1366,9,7,5,4,3,2,5,3,3,4,5,4,3,4,5,0
Male,Loyal Customer,Personal Travel,Business,34,1693,5,4,5,2,4,4,3,5,5,3,3,5,5,4,4,1
Female,Disloyal Customer,Personal Travel,Business,18,1764,2,0,3,3,3,4,3,3,4,2,4,4,3,4,4,0
Male,Loyal Customer,Business travel,Business,36,80,7,0,4,2,2,3,3,4,3,4,3,4,5,4,4,1
Female,Loyal Customer,Personal Travel,Eco,33,303,8,0,4,4,4,3,4,3,2,3,3,3,4,5,2,1
Male,Loyal Customer,Business travel,Business,48,80,7,10,2,5,4,2,2,5,3,0,5,4,3,4,5,1
Male,Loyal Customer,Business travel,Eco,44,1216,8,13,4,4,2,3,5,2,3,5,0,3,2,4,3,0
Female,Disloyal Customer,Personal Travel,Eco Plus,31,553,10,15,5,3,3,0,4,5,4,4,3,5,4,4,5,0
Female,Loyal Customer,Business travel,Eco,33,655,7,13,5,3,3,4,5,2,3,3,5,5,3,4,5,1
Male,Loyal Customer,Business travel,Eco,36,792,5,0,3,3,4,4,2,2,4,4,2,4,2,4,3,1
